;PROFILE_NAME;REGION;MASTER_POLLUTANT;CATEGORY_LEVEL_1_Generation_Mechanism;CATEGORY_LEVEL_2_Sector_Equipment;CATEGORY_LEVEL_3_ Fuel_Product;SPECIES_NAME;WEIGHT_PERCENT
1293;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1294;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1295;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1296;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1298;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1299;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1301;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1304;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1310;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1311;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1312;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1313;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1315;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1316;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1317;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1319;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1325;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1328;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1329;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1330;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1331;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1333;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1334;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1335;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1336;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1337;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1339;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1346;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1347;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1348;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1351;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1352;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1353;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1354;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1356;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1357;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1358;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1359;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1366;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1368;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1370;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1371;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1372;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1373;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1374;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1375;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1376;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1382;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1383;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1385;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1387;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1388;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1389;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1390;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1392;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1393;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1394;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1395;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1400;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1401;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1403;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1405;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1406;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1407;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1408;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1410;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1412;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1413;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1419;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1422;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1423;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1424;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1425;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1426;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1428;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1429;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1430;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1434;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1439;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1440;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1441;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1445;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1448;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1454;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1455;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1456;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1461;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1465;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1467;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1468;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1469;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1475;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1479;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1481;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1482;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1483;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1486;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1488;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1495;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1496;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1497;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1502;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1507;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1509;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1510;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1513;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1517;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1521;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1523;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1524;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1526;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1531;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1535;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1537;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1538;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1539;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1544;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1545;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1546;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1547;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1548;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1550;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1555;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1564;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1565;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1566;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1567;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1571;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1580;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1583;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1584;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1586;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1587;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1588;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1589;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1590;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1591;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1594;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1597;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1601;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1606;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1609;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1610;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1612;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1613;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1614;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1615;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1621;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1622;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1623;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1628;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1632;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1636;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1638;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1639;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1640;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1641;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1642;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1643;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1645;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1652;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1662;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1663;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1664;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1667;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1670;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1677;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1679;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1680;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1684;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1692;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1695;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1698;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1699;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1703;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1710;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1714;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1718;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1719;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1721;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1727;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1729;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1733;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1734;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1736;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1737;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1738;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1740;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1744;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1745;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1751;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1752;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1758;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1759;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1760;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1761;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1763;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1764;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1768;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1769;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1770;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1774;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1780;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1782;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1785;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1786;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1787;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1788;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1792;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1793;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1794;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1799;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1805;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1806;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1808;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1809;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1810;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1811;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1815;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1816;Coal-Fired Power Plant;;PM;Combustion;Electric Generation;;;
1824;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Vanadium;0.013
1825;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Zinc;0.3
1827;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Nickel;0.018
1828;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Manganese;0.031
1830;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Antimony;0.008
1834;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Arsenic;0.026
1835;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Barium;0.11
1836;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Calcium;2.3
1838;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Copper;0.13
1841;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Lead;0.2
1842;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Chromium;0.04
1849;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Vanadium;0.013
1854;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Zinc;0.3
1855;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Calcium;2.3
1856;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Antimony;0.008
1857;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Nickel;0.018
1858;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Barium;0.11
1860;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Chromium;0.04
1862;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Copper;0.13
1865;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Lead;0.2
1866;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Manganese;0.031
1867;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Arsenic;0.026
1874;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Vanadium;0.013
1875;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Zinc;0.3
1881;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Calcium;2.3
1883;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Antimony;0.008
1884;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Nickel;0.018
1885;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Barium;0.11
1887;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Chromium;0.04
1888;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Copper;0.13
1890;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Lead;0
1891;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Manganese;0.031
1892;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Arsenic;0.026
1899;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Zinc;0.3
1900;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Nickel;0.018
1902;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Vanadium;0.013
1905;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Antimony;0.008
1906;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Manganese;0.031
1909;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Arsenic;0.026
1910;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Barium;0.11
1911;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Calcium;2.3
1912;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Chromium;0.04
1914;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Copper;0.13
1917;External Combustion - Coal-Fired Composite;;PM;Combustion;Boiler;Coal;Lead;0.2
1918;Uncontrolled Coal-Fired Power Plant Composite;;PM;Combustion;Electric Generation;;;
1924;Uncontrolled Coal-Fired Power Plant Composite;;PM;Combustion;Electric Generation;;;
1930;Uncontrolled Coal-Fired Power Plant Composite;;PM;Combustion;Electric Generation;;;
1931;Uncontrolled Coal-Fired Power Plant Composite;;PM;Combustion;Electric Generation;;;
1932;Uncontrolled Coal-Fired Power Plant Composite;;PM;Combustion;Electric Generation;;;
1939;Uncontrolled Coal-Fired Power Plant Composite;;PM;Combustion;Electric Generation;;;
1948;Uncontrolled Coal-Fired Power Plant Composite;;PM;Combustion;Electric Generation;;;
1949;Uncontrolled Coal-Fired Power Plant Composite;;PM;Combustion;Electric Generation;;;
1950;Uncontrolled Coal-Fired Power Plant Composite;;PM;Combustion;Electric Generation;;;
1953;Uncontrolled Coal-Fired Power Plant Composite;;PM;Combustion;Electric Generation;;;
1961;Uncontrolled Coal-Fired Power Plant Composite;;PM;Combustion;Electric Generation;;;
1963;Uncontrolled Coal-Fired Power Plant Composite;;PM;Combustion;Electric Generation;;;
1965;Uncontrolled Coal-Fired Power Plant Composite;;PM;Combustion;Electric Generation;;;
1966;Uncontrolled Coal-Fired Power Plant Composite;;PM;Combustion;Electric Generation;;;
1969;Uncontrolled Coal-Fired Power Plant Composite;;PM;Combustion;Electric Generation;;;
1980;Uncontrolled Coal-Fired Power Plant Composite;;PM;Combustion;Electric Generation;;;
